service_id,vehicle_id,customer_id,service_date,service_type,service_cost,dealer_id,satisfaction_score
5726,12,759,27-03-2024,Oil Change,42052,38,3
5727,9,4670,08-08-2024,Oil Change,15289,32,5
5728,8,2602,16-05-2026,Brake Service,6518,22,1
5729,9,1369,18-05-2024,Brake Service,16006,15,4
5730,8,4641,26-10-2024,Brake Service,23839,8,2
5731,10,1993,06-10-2023,Wheel Alignment,19821,6,4
5732,10,30,29-08-2023,General Service,19622,40,3
5733,1,1500,29-11-2023,Brake Service,5667,23,5
5734,4,1807,24-09-2024,Brake Service,8102,6,1
5735,6,775,08-09-2025,Oil Change,25103,36,2
5736,4,4075,18-08-2024,Wheel Alignment,21809,38,4
5737,4,1308,17-09-2023,General Service,29670,34,2
5738,5,4141,28-07-2023,Wheel Alignment,37611,9,4
5739,7,1009,30-12-2024,Brake Service,37309,40,2
5740,8,4496,27-11-2025,Oil Change,19600,8,1
5741,12,3862,20-02-2026,Oil Change,11157,36,1
5742,1,3715,06-06-2024,Oil Change,12427,36,1
5743,2,4498,02-11-2023,Battery Replacement,40619,25,3
5744,1,4273,07-10-2023,Wheel Alignment,20244,33,2
5745,1,2107,23-07-2025,Engine Repair,10982,10,1
5746,5,4514,03-01-2026,Brake Service,12189,6,5
5747,8,2211,17-01-2026,Oil Change,22382,27,3
5748,12,80,13-12-2024,Battery Replacement,20474,25,1
5749,3,4289,06-02-2024,Oil Change,16837,36,1
5750,4,133,06-11-2023,Battery Replacement,38283,27,4
5751,2,492,14-07-2023,Battery Replacement,10863,18,1
5752,4,236,12-12-2024,Oil Change,33119,38,1
5753,4,3698,12-09-2024,General Service,30489,16,1
5754,3,3880,28-04-2025,Brake Service,11063,23,4
5755,4,2134,27-01-2026,Battery Replacement,4118,17,3
5756,10,1943,08-05-2025,General Service,27802,27,1
5757,8,2300,08-12-2024,General Service,26925,34,5
5758,3,1927,12-04-2026,Brake Service,32722,31,2
5759,10,4985,19-09-2024,Wheel Alignment,19968,11,3
5760,10,4963,31-08-2025,Wheel Alignment,43060,9,2
5761,10,2579,22-12-2023,Engine Repair,10818,33,1
5762,3,4223,24-06-2025,Oil Change,36068,15,1
5763,3,2077,11-08-2023,Oil Change,4714,14,4
5764,3,3160,07-07-2023,Brake Service,40057,13,4
5765,3,1784,26-04-2024,Engine Repair,42555,12,3
5766,4,3875,07-07-2023,Wheel Alignment,42761,29,4
5767,4,1440,07-12-2024,Wheel Alignment,32663,16,5
5768,7,384,13-05-2025,Brake Service,7496,33,3
5769,3,3316,05-11-2023,Wheel Alignment,25124,8,2
5770,7,2468,11-11-2024,Engine Repair,11749,22,4
5771,3,1257,09-09-2024,Brake Service,12472,24,1
5772,12,4774,27-01-2024,General Service,28908,13,5
5773,3,2974,26-10-2024,Brake Service,12338,14,3
5774,4,442,24-08-2025,Wheel Alignment,18685,14,5
5775,4,1102,19-04-2026,Wheel Alignment,20196,8,5
5776,12,2897,07-09-2024,Battery Replacement,12144,37,1
5777,10,2640,09-05-2025,Oil Change,5909,24,3
5778,7,1577,30-08-2025,Battery Replacement,20042,23,5
5779,6,3856,19-03-2026,Battery Replacement,40755,29,1
5780,2,4932,13-01-2025,Oil Change,23948,4,3
5781,4,2790,15-03-2024,General Service,33159,31,1
5782,2,102,24-01-2024,Wheel Alignment,10944,10,4
5783,12,2757,15-06-2025,Brake Service,43927,1,4
5784,3,4198,01-06-2024,Wheel Alignment,33081,27,1
5785,11,1811,16-06-2023,Wheel Alignment,33900,14,1
5786,2,4244,23-03-2026,Wheel Alignment,12278,19,5
5787,3,4962,09-06-2023,Battery Replacement,12035,30,1
5788,1,3729,18-12-2025,Battery Replacement,24680,8,1
5789,12,2457,21-02-2025,Battery Replacement,18028,33,5
5790,8,3397,29-08-2023,General Service,11213,30,2
5791,11,2894,01-03-2024,Battery Replacement,21356,23,2
5792,8,213,05-03-2025,General Service,5497,37,4
5793,1,2636,31-01-2026,Battery Replacement,30980,13,5
5794,12,2501,27-06-2023,Wheel Alignment,19284,9,4
5795,10,631,25-11-2023,General Service,32019,36,5
5796,2,4905,23-02-2026,Wheel Alignment,17029,34,2
5797,5,4523,18-01-2026,Wheel Alignment,30701,35,2
5798,6,206,26-08-2024,Battery Replacement,13629,8,5
5799,1,4220,07-01-2026,Wheel Alignment,9491,17,2
5800,11,990,01-06-2023,General Service,38166,23,1
5801,1,2020,16-08-2025,Engine Repair,17134,32,4
5802,2,1098,20-04-2025,Battery Replacement,8493,39,3
5803,12,4589,22-09-2023,Engine Repair,37146,18,4
5804,6,1743,20-08-2023,General Service,26042,23,3
5805,2,2089,10-10-2023,Oil Change,34707,30,5
5806,11,390,18-04-2026,Wheel Alignment,27447,13,1
5807,2,3697,21-06-2024,Oil Change,33634,11,4
5808,2,4141,19-12-2025,General Service,22233,15,1
5809,4,3811,12-08-2025,Brake Service,22729,4,3
5810,4,4675,17-10-2024,Battery Replacement,35748,25,2
5811,7,214,28-12-2024,Engine Repair,44831,21,2
5812,8,1658,09-06-2024,Oil Change,14597,3,2
5813,3,3808,02-11-2024,General Service,44969,26,4
5814,7,4087,16-02-2024,Engine Repair,14277,13,1
5815,7,2819,04-08-2023,Wheel Alignment,30075,11,5
5816,3,3099,01-07-2023,Wheel Alignment,31014,17,3
5817,6,2016,17-11-2023,Engine Repair,8001,10,2
5818,7,2393,28-06-2024,Oil Change,27481,15,4
5819,2,3464,16-11-2024,General Service,5938,11,2
5820,7,4931,29-06-2023,Battery Replacement,8911,21,1
5821,8,4058,21-09-2024,Brake Service,5737,14,1
5822,3,3088,14-08-2024,Battery Replacement,5734,28,2
5823,11,1295,03-03-2024,Oil Change,26150,17,5
5824,6,1946,29-08-2024,Wheel Alignment,20415,11,2
5825,2,776,05-12-2024,Oil Change,31800,40,4
5826,7,1468,25-07-2024,General Service,42500,23,4
5827,5,4556,25-07-2023,General Service,2711,1,5
5828,5,655,31-12-2023,Wheel Alignment,38064,17,3
5829,10,2867,13-10-2024,General Service,41826,37,3
5830,7,4685,26-04-2024,General Service,43565,22,3
5831,8,2431,07-04-2025,Wheel Alignment,23540,22,2
5832,4,1345,19-12-2025,Wheel Alignment,44436,18,4
5833,12,2139,21-05-2023,Wheel Alignment,33793,28,5
5834,7,1139,14-07-2023,Brake Service,19041,16,3
5835,11,3673,24-04-2026,Battery Replacement,8920,14,4
5836,9,4864,06-03-2025,Battery Replacement,34477,18,1
5837,3,1125,15-12-2023,General Service,11377,30,4
5838,8,2213,20-08-2023,Oil Change,9222,23,1
5839,1,1825,30-12-2025,Brake Service,5736,11,1
5840,8,3965,15-06-2024,General Service,4888,4,3
5841,9,2685,05-09-2023,Battery Replacement,41150,19,2
5842,3,1765,23-03-2024,Brake Service,39375,17,3
5843,3,211,16-06-2023,Battery Replacement,44380,4,1
5844,1,1807,09-03-2025,Battery Replacement,30946,22,4
5845,4,3063,21-10-2025,Engine Repair,19627,34,5
5846,2,4212,24-04-2025,Wheel Alignment,35751,18,5
5847,6,3690,16-03-2025,Engine Repair,22967,12,2
5848,9,1956,04-03-2026,Oil Change,6000,35,2
5849,11,1214,16-12-2025,Wheel Alignment,42128,17,4
5850,1,3175,09-12-2024,Wheel Alignment,12359,35,2
5851,9,1347,17-11-2023,Brake Service,11282,35,4
5852,11,1798,21-06-2024,Oil Change,19538,1,4
5853,4,4535,17-08-2024,Wheel Alignment,12452,29,3
5854,5,4767,19-10-2024,General Service,30439,37,5
5855,12,3898,24-10-2024,Oil Change,42044,13,1
5856,4,4911,03-02-2024,Engine Repair,20702,28,1
5857,9,3698,08-07-2025,General Service,13295,4,4
5858,12,4523,11-01-2024,Brake Service,37044,2,1
5859,3,3581,01-12-2023,Oil Change,42179,40,3
5860,2,2818,08-09-2024,General Service,7885,21,2
5861,4,1674,13-06-2025,Battery Replacement,41873,15,5
5862,11,3971,24-09-2023,Brake Service,32868,9,3
5863,10,935,19-05-2025,Engine Repair,15318,22,4
5864,9,677,06-05-2024,Engine Repair,14664,9,1
5865,12,2232,25-01-2025,General Service,4686,9,5
5866,3,1563,12-05-2026,Oil Change,12553,10,5
5867,2,3667,14-02-2025,Oil Change,9851,20,1
5868,2,1898,09-11-2024,General Service,37254,34,2
5869,5,3946,21-10-2025,General Service,24123,36,4
5870,10,2510,05-03-2025,General Service,25522,2,2
5871,9,1129,11-06-2024,Oil Change,41781,28,5
5872,6,4403,04-02-2026,Wheel Alignment,30780,38,5
5873,6,912,22-10-2024,Battery Replacement,4338,5,4
5874,5,3645,31-10-2024,General Service,36242,4,4
5875,11,2352,12-09-2024,General Service,7088,7,1
5876,4,4358,31-05-2025,General Service,18596,24,1
5877,7,1205,08-12-2023,General Service,16515,8,3
5878,12,2063,23-12-2025,Engine Repair,7589,3,1
5879,2,1083,12-11-2024,Engine Repair,23689,23,5
5880,9,2823,20-11-2025,Battery Replacement,6549,30,5
5881,10,1384,24-07-2025,Battery Replacement,29114,35,4
5882,10,1201,21-04-2025,Battery Replacement,5089,5,5
5883,12,1446,04-07-2025,General Service,6553,26,1
5884,5,2329,26-11-2023,Battery Replacement,39766,36,3
5885,3,1286,13-08-2025,Battery Replacement,32548,11,2
5886,3,1759,27-04-2024,Oil Change,30279,38,5
5887,11,668,20-10-2025,Wheel Alignment,21682,2,3
5888,11,1640,22-02-2024,Wheel Alignment,18114,40,4
5889,4,1366,09-08-2025,Brake Service,17470,31,2
5890,8,996,10-11-2023,Battery Replacement,34916,23,5
5891,2,2925,07-12-2024,General Service,18487,39,1
5892,11,881,04-02-2024,Engine Repair,10292,22,4
5893,7,1762,07-04-2025,Oil Change,16525,30,5
5894,1,2793,15-12-2023,Brake Service,32117,22,3
5895,9,1156,02-09-2024,Engine Repair,41803,23,5
5896,7,2779,02-03-2024,Battery Replacement,32682,29,1
5897,5,1397,12-02-2026,General Service,15535,1,3
5898,4,4021,11-06-2024,Battery Replacement,9225,2,1
5899,5,4749,27-08-2023,General Service,33288,20,2
5900,3,4442,09-12-2024,Wheel Alignment,44343,13,5
5901,7,4279,07-07-2023,Oil Change,42306,1,2
5902,3,2595,22-09-2023,Engine Repair,41105,23,5
5903,7,2790,30-12-2023,Engine Repair,40721,15,4
5904,10,470,25-05-2023,Brake Service,19453,8,2
5905,4,1933,09-11-2024,Engine Repair,30643,12,2
5906,6,625,20-10-2023,Oil Change,27430,37,4
5907,7,4870,28-11-2023,Brake Service,2584,11,5
5908,2,617,03-01-2024,Battery Replacement,29063,16,1
5909,4,134,30-03-2026,Oil Change,8592,32,2
5910,9,1553,02-06-2024,Wheel Alignment,42340,28,1
5911,8,3499,22-10-2023,Engine Repair,7282,11,1
5912,9,1920,13-04-2026,Battery Replacement,15638,22,2
5913,11,2649,31-05-2025,Brake Service,16482,2,1
5914,6,67,20-11-2025,Wheel Alignment,15854,30,5
5915,7,2900,24-01-2025,Brake Service,43575,2,4
5916,6,1018,11-10-2025,Engine Repair,22055,11,1
5917,11,4457,22-02-2024,Engine Repair,36075,25,1
5918,12,1319,17-01-2026,Battery Replacement,3767,25,5
5919,8,252,06-02-2025,Battery Replacement,20862,13,3
5920,2,3971,06-11-2025,Oil Change,3384,33,3
5921,3,194,29-01-2024,Battery Replacement,29612,31,5
5922,9,3409,26-04-2026,Brake Service,12463,16,1
5923,3,1358,19-10-2023,Engine Repair,11095,34,4
5924,3,3065,06-04-2025,Brake Service,2365,2,2
5925,10,1849,01-11-2024,Wheel Alignment,4435,4,5
5926,8,1246,20-04-2025,Battery Replacement,34146,16,5
5927,3,1104,26-03-2025,Oil Change,22261,1,2
5928,1,4483,08-01-2025,Brake Service,43211,40,1
5929,6,3575,13-09-2024,Wheel Alignment,36010,35,5
5930,10,3387,17-05-2025,Oil Change,10786,7,5
5931,5,841,08-06-2023,General Service,8876,6,1
5932,11,1587,16-01-2025,Brake Service,13674,36,1
5933,7,4758,17-09-2024,Oil Change,19072,13,4
5934,8,2662,22-03-2025,Brake Service,5486,37,5
5935,12,4751,22-01-2024,Brake Service,22087,9,1
5936,3,4874,05-03-2025,General Service,31047,1,1
5937,2,4039,06-09-2023,General Service,10353,16,1
5938,10,2803,18-01-2026,Battery Replacement,25960,11,5
5939,11,3690,12-12-2023,General Service,28556,28,5
5940,11,2803,29-09-2023,Engine Repair,23267,34,1
5941,5,226,04-03-2026,Brake Service,41755,25,4
5942,8,2682,27-08-2023,Brake Service,33533,6,1
5943,5,959,09-11-2023,General Service,33228,23,2
5944,5,2218,13-09-2025,General Service,2326,24,5
5945,9,2184,22-09-2024,Wheel Alignment,28195,37,1
5946,8,2579,20-07-2023,Wheel Alignment,19082,9,4
5947,10,260,30-04-2024,Battery Replacement,12515,37,3
5948,6,4585,01-12-2025,Wheel Alignment,42590,20,5
5949,10,1193,04-01-2025,General Service,41022,15,3
5950,4,3458,12-02-2026,Wheel Alignment,33528,21,5
5951,7,4823,11-03-2024,Brake Service,42908,29,3
5952,7,4096,04-10-2024,Wheel Alignment,7772,7,5
5953,2,2392,10-01-2026,Brake Service,34538,7,4
5954,12,917,18-12-2023,General Service,10369,27,4
5955,11,1846,04-03-2024,Oil Change,5862,5,2
5956,3,3503,27-05-2024,General Service,16339,8,2
5957,8,2369,03-04-2025,Oil Change,22015,7,1
5958,6,4033,02-09-2023,Oil Change,7702,16,1
5959,11,750,12-06-2025,Battery Replacement,14366,33,4
5960,1,3119,18-12-2023,Engine Repair,5877,29,2
5961,10,199,13-04-2024,Brake Service,20497,36,2
5962,11,3847,27-11-2023,Battery Replacement,26599,20,4
5963,9,353,03-05-2026,Battery Replacement,24984,26,5
5964,4,4405,28-04-2024,Wheel Alignment,35795,22,5
5965,9,1388,07-04-2024,Brake Service,31696,29,1
5966,4,268,10-02-2024,Wheel Alignment,5663,24,2
5967,10,2171,26-02-2024,Engine Repair,29389,39,5
5968,5,1084,03-02-2025,Oil Change,35672,9,1
5969,9,3360,12-04-2025,Oil Change,14471,8,1
5970,12,1135,17-02-2026,Battery Replacement,14071,22,2
5971,7,2250,17-01-2024,Oil Change,15515,31,2
5972,12,4131,17-05-2024,Engine Repair,30153,8,5
5973,4,1266,08-07-2023,Oil Change,17488,15,2
5974,9,1166,10-07-2023,Wheel Alignment,33566,12,1
5975,6,789,22-11-2024,General Service,15975,30,2
5976,10,2981,20-06-2024,Battery Replacement,4708,29,3
5977,4,1494,28-02-2024,Oil Change,40875,28,4
5978,11,2756,04-06-2024,Wheel Alignment,11250,16,5
5979,4,4904,15-09-2023,Brake Service,15681,39,5
5980,4,3363,02-05-2024,General Service,44901,3,2
5981,2,3188,09-10-2024,Brake Service,39941,27,1
5982,2,3475,05-01-2024,Wheel Alignment,40894,17,2
5983,4,1197,31-12-2023,Wheel Alignment,36748,14,3
5984,1,2335,27-07-2024,Wheel Alignment,5814,38,4
5985,12,3691,10-10-2025,Brake Service,30482,36,3
5986,4,4709,28-12-2024,General Service,24887,4,2
5987,9,1000,26-10-2025,Brake Service,23142,32,3
5988,7,4700,22-11-2024,General Service,7224,13,3
5989,5,4684,15-05-2024,Oil Change,38168,35,4
5990,12,4694,24-08-2023,Engine Repair,24766,9,5
5991,9,4641,20-09-2023,Battery Replacement,3198,17,3
5992,8,1266,19-07-2024,General Service,8838,40,5
5993,12,832,08-09-2024,Engine Repair,24607,38,5
5994,4,2815,09-02-2026,Battery Replacement,24177,16,3
5995,8,4163,06-12-2025,Brake Service,38756,24,2
5996,3,4792,12-04-2026,Battery Replacement,32729,38,1
5997,6,477,09-08-2025,Battery Replacement,19174,34,4
5998,11,3023,06-07-2023,Battery Replacement,21559,36,1
5999,4,3042,23-10-2023,Brake Service,12288,11,5
6000,2,2239,21-07-2023,General Service,37730,33,3
6001,5,4585,18-04-2026,Wheel Alignment,22278,36,5
6002,10,4583,03-06-2024,Battery Replacement,33890,33,4
6003,10,4646,23-05-2024,Brake Service,3283,16,1
6004,9,88,29-09-2025,Engine Repair,21937,40,3
6005,6,3782,15-03-2024,Oil Change,8593,26,2
6006,6,749,08-03-2025,Engine Repair,41291,26,2
6007,10,1597,29-07-2023,Battery Replacement,10176,37,3
6008,7,561,22-11-2024,Oil Change,20556,26,2
6009,7,1550,30-03-2024,General Service,37509,16,3
6010,11,4164,18-11-2023,Oil Change,37843,29,4
6011,7,1806,22-01-2026,Wheel Alignment,23680,38,5
6012,4,2841,14-02-2024,Oil Change,28942,19,3
6013,12,4193,11-04-2026,General Service,16878,6,3
6014,2,3519,04-05-2025,Engine Repair,19384,9,3
6015,3,3475,11-12-2024,Engine Repair,43766,15,1
6016,1,3988,02-04-2024,Engine Repair,33224,31,2
6017,1,4742,30-06-2023,Wheel Alignment,43120,39,5
6018,3,219,13-07-2023,General Service,41335,3,5
6019,6,3649,27-08-2024,Engine Repair,7456,32,1
6020,5,4290,18-11-2025,Brake Service,11649,18,2
6021,12,1163,29-08-2025,Oil Change,20841,26,1
6022,12,3492,04-01-2026,Brake Service,43066,21,4
6023,3,3280,20-05-2024,Brake Service,7608,28,1
6024,3,4906,29-09-2023,General Service,25380,11,1
6025,8,1077,06-01-2026,Wheel Alignment,16188,6,5
6026,5,4663,19-09-2023,Battery Replacement,42109,8,5
6027,12,2064,12-08-2023,General Service,14779,9,2
6028,11,2679,12-07-2025,Battery Replacement,32215,9,1
6029,11,4139,10-04-2024,Wheel Alignment,18991,20,3
6030,11,4105,26-10-2024,Oil Change,37990,28,5
6031,2,4038,25-07-2024,Wheel Alignment,7819,36,2
6032,5,1555,25-10-2023,Brake Service,41205,38,3
6033,8,2303,15-07-2023,Wheel Alignment,6562,15,5
6034,2,4398,18-07-2025,Engine Repair,4876,22,1
6035,4,3004,06-09-2024,Battery Replacement,11351,28,3
6036,6,63,03-11-2025,Oil Change,11235,17,3
6037,4,4507,12-09-2023,Battery Replacement,44185,27,1
6038,4,4988,15-07-2023,Wheel Alignment,13914,19,5
6039,7,1176,14-10-2024,Engine Repair,40844,27,5
6040,5,1398,14-11-2023,Engine Repair,11156,10,2
6041,4,1020,01-07-2025,Engine Repair,30269,23,5
6042,10,1017,02-12-2024,Engine Repair,44053,30,3
6043,12,4816,05-02-2026,Oil Change,13580,6,1
6044,9,935,10-01-2025,Engine Repair,34144,28,2
6045,9,2997,17-12-2024,Brake Service,15675,11,1
6046,7,3197,13-12-2023,Battery Replacement,22858,8,1
6047,9,2565,09-09-2025,Battery Replacement,34950,21,1
6048,10,3979,26-12-2023,General Service,39592,31,4
6049,7,2922,01-07-2025,Brake Service,21625,38,1
6050,3,2535,01-02-2025,Battery Replacement,12249,17,5
6051,1,3068,16-03-2024,Engine Repair,8788,39,3
6052,4,3814,10-08-2023,Oil Change,39884,2,4
6053,10,2082,02-03-2024,Engine Repair,26377,26,5
6054,3,1127,20-10-2024,Battery Replacement,36376,24,5
6055,12,1814,12-03-2024,Brake Service,33274,36,3
6056,11,1182,01-04-2025,General Service,11994,2,5
6057,12,1568,12-02-2026,Battery Replacement,35812,8,4
6058,5,582,16-11-2025,Oil Change,26361,17,3
6059,11,4924,30-07-2023,General Service,8154,39,5
6060,7,359,10-01-2025,Engine Repair,38465,6,2
6061,11,1122,22-07-2025,General Service,28392,31,5
6062,7,771,18-04-2024,Brake Service,27466,1,5
6063,7,603,02-09-2025,Engine Repair,14343,24,5
6064,5,1500,08-11-2025,General Service,21784,17,5
6065,5,3949,01-12-2025,Wheel Alignment,34355,12,2
6066,1,479,25-04-2026,Brake Service,13571,3,3
6067,7,527,18-05-2023,Brake Service,12890,30,5
6068,1,2509,23-09-2025,Oil Change,4436,37,3
6069,1,1386,05-10-2023,General Service,33084,16,5
6070,7,4033,08-11-2024,General Service,8388,6,4
6071,8,2731,12-04-2026,Battery Replacement,35317,37,5
6072,5,1502,06-02-2026,Brake Service,15987,8,3
6073,4,3998,10-05-2026,Brake Service,30188,5,1
6074,11,4274,10-06-2024,Engine Repair,32562,28,2
6075,11,2382,21-12-2023,Battery Replacement,31591,10,3
6076,9,607,02-08-2024,Oil Change,43619,28,2
6077,6,3835,27-10-2024,Oil Change,40519,7,5
6078,1,155,02-12-2024,Engine Repair,22371,27,2
6079,3,3400,09-06-2023,Oil Change,7691,28,5
6080,1,680,05-12-2025,General Service,44870,18,1
6081,4,3502,06-10-2024,Wheel Alignment,28531,15,4
6082,11,2815,02-08-2025,Engine Repair,44186,6,3
6083,2,4649,03-06-2025,Engine Repair,9416,40,3
6084,9,4847,14-08-2025,Wheel Alignment,40245,17,5
6085,10,382,23-07-2025,Battery Replacement,20307,2,5
6086,2,1189,31-08-2024,Engine Repair,2210,15,1
6087,9,2646,23-06-2025,Battery Replacement,2331,4,4
6088,4,789,01-07-2025,Oil Change,41293,35,4
6089,7,1377,22-06-2024,Engine Repair,2411,26,5
6090,7,4899,28-01-2025,General Service,3309,35,3
6091,2,1388,06-02-2024,Wheel Alignment,25344,16,2
6092,2,4217,09-06-2023,Wheel Alignment,42659,1,4
6093,3,4568,03-06-2024,Brake Service,17774,11,3
6094,6,3574,31-08-2025,Wheel Alignment,15012,22,5
6095,2,3044,11-08-2023,Battery Replacement,34729,26,4
6096,1,2368,27-07-2025,Oil Change,41179,28,3
6097,9,2512,25-05-2024,General Service,12356,24,2
6098,4,2972,28-07-2023,Brake Service,40358,8,1
6099,8,1836,17-08-2024,Engine Repair,10484,34,1
6100,12,4485,08-05-2026,Engine Repair,39006,37,1
6101,3,3969,21-01-2026,Brake Service,6859,4,5
6102,2,260,14-10-2023,Brake Service,15499,10,1
6103,3,1999,19-02-2026,Engine Repair,4059,38,5
6104,5,2435,14-03-2025,Brake Service,20992,25,1
6105,4,230,18-04-2025,Wheel Alignment,20511,30,5
6106,7,1014,03-07-2023,Wheel Alignment,43181,34,2
6107,3,417,07-09-2025,Oil Change,18882,20,1
6108,2,4746,28-03-2024,Oil Change,34586,32,1
6109,6,4140,29-05-2023,General Service,22280,2,4
6110,7,2695,16-06-2025,General Service,17908,34,4
6111,9,2747,27-11-2023,Wheel Alignment,33863,22,2
6112,1,3853,08-05-2026,Brake Service,30967,19,3
6113,4,3997,09-06-2023,Wheel Alignment,4350,40,3
6114,9,295,15-02-2024,General Service,20412,37,1
6115,12,4507,13-12-2025,Oil Change,29898,12,1
6116,3,2819,05-05-2024,Brake Service,7647,37,2
6117,8,1035,28-02-2026,Engine Repair,30763,6,5
6118,10,3726,16-10-2025,Oil Change,29681,11,5
6119,9,3552,12-12-2023,Battery Replacement,41697,4,1
6120,4,4775,06-03-2026,General Service,2561,20,3
6121,1,3034,23-12-2025,Brake Service,40937,33,4
6122,7,2283,14-10-2025,Oil Change,13702,36,2
6123,7,1707,12-07-2025,Battery Replacement,21209,36,5
6124,3,2695,30-04-2026,Engine Repair,21558,14,1
6125,12,2908,22-05-2023,Brake Service,43384,14,2
6126,6,2618,27-06-2024,Wheel Alignment,33373,34,4
6127,5,4266,18-07-2023,Brake Service,41147,5,1
6128,3,1079,07-12-2025,Wheel Alignment,36347,21,5
6129,3,4513,11-03-2024,Oil Change,24072,28,4
6130,4,1503,04-09-2024,Wheel Alignment,31905,35,1
6131,2,950,20-01-2026,General Service,22143,8,1
6132,12,701,05-10-2023,Oil Change,10858,34,1
6133,6,2288,10-12-2025,General Service,10166,21,4
6134,11,184,12-11-2023,Engine Repair,25727,32,1
6135,8,4106,13-08-2025,Engine Repair,11052,18,1
6136,10,595,28-12-2023,Brake Service,17758,26,3
6137,8,4584,26-02-2025,Engine Repair,39641,1,1
